"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
"15",1719495173665,"27/06/2024 13:32:53",1719498773665,1,"27/06/2024 15:32:53",180348,2,"task-7hcp",NA,38536635,11323000,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM05151"
"1",1721990071300,"26/07/2024 10:34:31",1721993671300,1,"26/07/2024 12:34:31",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM14619"
"2",1721990099356,"26/07/2024 10:34:59",1721993699356,1,"26/07/2024 12:34:59",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",28937.7,28933.5,28937.7,28937.7,28933.5,28937.7,1,28937.7,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPLCM14619"
"3",1721990099357,"26/07/2024 10:34:59",1721993699357,1,"26/07/2024 12:34:59",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",19139.9,28933.5,28939.1,19139.9,28933.5,28939.1,1,19139.9,9799.19999999998,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPLCM14619"
"4",1721990099357,"26/07/2024 10:34:59",1721993699357,1,"26/07/2024 12:34:59",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",27915.5,28933.5,28939.2999999999,27915.5,28933.5,28939.2999999999,1,27915.5,1023.79999999993,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPLCM14619"
"5",1721990115767,"26/07/2024 10:35:15",1721993715767,1,"26/07/2024 12:35:15",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",16416.5,16411.7,16416.5,16416.5,16411.7,16416.5,1,16416.5,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPLCM14619"
"6",1721990115769,"26/07/2024 10:35:15",1721993715769,1,"26/07/2024 12:35:15",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","3",7296.9,16411.7,16417.7,7296.9,16411.7,16417.7,1,7296.9,9120.79999999995,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPLCM14619"
"7",1721990115769,"26/07/2024 10:35:15",1721993715769,1,"26/07/2024 12:35:15",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","6",15654.3,16411.7,16417.7,15654.3,16411.7,16417.7,1,15654.3,763.399999999994,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPLCM14619"
"8",1721990136906,"26/07/2024 10:35:36",1721993736906,1,"26/07/2024 12:35:36",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",21143,21138.9,21143,21143,21138.9,21143,1,21143,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPLCM14619"
"9",1721990136907,"26/07/2024 10:35:36",1721993736907,1,"26/07/2024 12:35:36",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","2",14866.6,21138.9,21144.1999999999,14866.6,21138.9,21144.1999999999,1,14866.6,6277.5999999999,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPLCM14619"
"10",1721990136907,"26/07/2024 10:35:36",1721993736907,1,"26/07/2024 12:35:36",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","2",20545,21138.9,21144.4,20545,21138.9,21144.4,1,20545,599.39999999998,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPLCM14619"
"11",1721990164195,"26/07/2024 10:36:04",1721993764195,1,"26/07/2024 12:36:04",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",27293,27290.4,27293,27293,27290.4,27293,1,27293,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPLCM14619"
"12",1721990164196,"26/07/2024 10:36:04",1721993764196,1,"26/07/2024 12:36:04",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","2",6018.29999999999,27290.4,27294.0999999999,6018.29999999999,27290.4,27294.0999999999,1,6018.29999999999,21275.8,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPLCM14619"
"13",1721990164196,"26/07/2024 10:36:04",1721993764196,1,"26/07/2024 12:36:04",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","4",19314.8,27290.4,27294.2999999999,19314.8,27290.4,27294.2999999999,1,19314.8,7979.49999999991,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPLCM14619"
"14",1721990164196,"26/07/2024 10:36:04",1721993764196,1,"26/07/2024 12:36:04",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","3",26132.9,27290.4,27294.4,26132.9,27290.4,27294.4,1,26132.9,1161.5,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPLCM14619"
"15",1721990164198,"26/07/2024 10:36:04",1721993764198,1,"26/07/2024 12:36:04",180348,2,"task-7hcp",NA,39214321,11503602,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1707x1067","1707x898",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM14619"
"1",1721815720039,"24/07/2024 10:08:40",1721844520039,8,"25/07/2024 02:08:40",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM83190"
"2",1721815733888,"24/07/2024 10:08:53",1721844533888,8,"25/07/2024 02:08:53",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",13867.3,13850.6,13867.3,13867.3,13850.6,13867.3,1,13867.3,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPLCM83190"
"3",1721815733890,"24/07/2024 10:08:53",1721844533890,8,"25/07/2024 02:08:53",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",9217.1,13850.6,13867.3,9217.1,13850.6,13867.3,1,9217.1,4650.2,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPLCM83190"
"4",1721815733891,"24/07/2024 10:08:53",1721844533891,8,"25/07/2024 02:08:53",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",11733.8,13850.6,13867.3,11733.8,13850.6,13867.3,1,11733.8,2133.5,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPLCM83190"
"5",1721815743246,"24/07/2024 10:09:03",1721844543246,8,"25/07/2024 02:09:03",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",9380.49999998808,9366.8,9380.49999998808,9380.49999998808,9366.8,9380.49999998808,1,9380.49999998808,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPLCM83190"
"6",1721815743247,"24/07/2024 10:09:03",1721844543247,8,"25/07/2024 02:09:03",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","0",3183.3,9366.8,9380.8,3183.3,9366.8,9380.8,1,3183.3,6197.5,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPLCM83190"
"7",1721815743247,"24/07/2024 10:09:03",1721844543247,8,"25/07/2024 02:09:03",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","8",6633.1,9366.8,9380.99999998808,6633.1,9366.8,9380.99999998808,1,6633.1,2747.89999998808,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPLCM83190"
"8",1721815754915,"24/07/2024 10:09:14",1721844554915,8,"25/07/2024 02:09:14",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",11682.5,11667.1,11682.5,11682.5,11667.1,11682.5,1,11682.5,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPLCM83190"
"9",1721815754920,"24/07/2024 10:09:14",1721844554920,8,"25/07/2024 02:09:14",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","0",4183.6,11667.1,11683.7,4183.6,11667.1,11683.7,1,4183.6,7500.1,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPLCM83190"
"10",1721815754921,"24/07/2024 10:09:14",1721844554921,8,"25/07/2024 02:09:14",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","1",10617.2,11667.1,11683.7,10617.2,11667.1,11683.7,1,10617.2,1066.5,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPLCM83190"
"11",1721815763263,"24/07/2024 10:09:23",1721844563263,8,"25/07/2024 02:09:23",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",8363.69999995232,8350.3,8363.69999995232,8363.69999995232,8350.3,8363.69999995232,1,8363.69999995232,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPLCM83190"
"12",1721815763263,"24/07/2024 10:09:23",1721844563263,8,"25/07/2024 02:09:23",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",3533.5,8350.3,8364.29999997616,3533.5,8350.3,8364.29999997616,1,3533.5,4830.79999997616,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPLCM83190"
"13",1721815763263,"24/07/2024 10:09:23",1721844563263,8,"25/07/2024 02:09:23",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",5400.3,8350.3,8364.49999996424,5400.3,8350.3,8364.49999996424,1,5400.3,2964.19999996424,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPLCM83190"
"14",1721815763263,"24/07/2024 10:09:23",1721844563263,8,"25/07/2024 02:09:23",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","1",7517,8350.3,8364.69999995232,7517,8350.3,8364.69999995232,1,7517,847.699999952318,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPLCM83190"
"15",1721815763268,"24/07/2024 10:09:23",1721844563268,8,"25/07/2024 02:09:23",180348,2,"task-7hcp",NA,39164615,11491791,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1091x702",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM83190"
"1",1721740040590,"23/07/2024 13:07:20",1721743640590,1,"23/07/2024 15:07:20",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM65569"
"2",1721740062950,"23/07/2024 13:07:42",1721743662950,1,"23/07/2024 15:07:42",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",22366.2,22349.6,22366.2,22366.2,22349.6,22366.2,1,22366.2,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPLCM65569"
"3",1721740062952,"23/07/2024 13:07:42",1721743662952,1,"23/07/2024 15:07:42",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",11999.5,22349.6,22366.2,11999.5,22349.6,22366.2,1,11999.5,10366.7,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPLCM65569"
"4",1721740062952,"23/07/2024 13:07:42",1721743662952,1,"23/07/2024 15:07:42",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",19899.7,22349.6,22366.2,19899.7,22349.6,22366.2,1,19899.7,2466.5,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPLCM65569"
"5",1721740073473,"23/07/2024 13:07:53",1721743673473,1,"23/07/2024 15:07:53",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",10546.7,10532.3,10546.7,10546.7,10532.3,10546.7,1,10546.7,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPLCM65569"
"6",1721740073476,"23/07/2024 13:07:53",1721743673476,1,"23/07/2024 15:07:53",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","3",5632.2,10532.3,10548.1,5632.2,10532.3,10548.1,1,5632.2,4915.89999999999,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPLCM65569"
"7",1721740073476,"23/07/2024 13:07:53",1721743673476,1,"23/07/2024 15:07:53",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","6",9932.7,10532.3,10548.1,9932.7,10532.3,10548.1,1,9932.7,615.399999999994,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPLCM65569"
"8",1721740085302,"23/07/2024 13:08:05",1721743685302,1,"23/07/2024 15:08:05",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",11843.5999999881,11834.1,11843.5999999881,11843.5999999881,11834.1,11843.5999999881,1,11843.5999999881,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPLCM65569"
"9",1721740085306,"23/07/2024 13:08:05",1721743685306,1,"23/07/2024 15:08:05",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","3",5349.9,11834.1,11847.2000000119,5349.9,11834.1,11847.2000000119,1,5349.9,6497.30000001192,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPLCM65569"
"10",1721740085306,"23/07/2024 13:08:05",1721743685306,1,"23/07/2024 15:08:05",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","4",11350.2,11834.1,11847.9,11350.2,11834.1,11847.9,1,11350.2,497.699999999997,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPLCM65569"
"11",1721740101592,"23/07/2024 13:08:21",1721743701592,1,"23/07/2024 15:08:21",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",16299.399999994,16283.1,16299.399999994,16299.399999994,16283.1,16299.399999994,1,16299.399999994,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPLCM65569"
"12",1721740101595,"23/07/2024 13:08:21",1721743701595,1,"23/07/2024 15:08:21",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","2",7383.3,16283.1,16300.2,7383.3,16283.1,16300.2,1,7383.3,8916.90000000001,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPLCM65569"
"13",1721740101595,"23/07/2024 13:08:21",1721743701595,1,"23/07/2024 15:08:21",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","4",10183.2,16283.1,16300.2,10183.2,16283.1,16300.2,1,10183.2,6117.00000000001,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPLCM65569"
"14",1721740101596,"23/07/2024 13:08:21",1721743701596,1,"23/07/2024 15:08:21",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","2",15865.8,16283.1,16300.2,15865.8,16283.1,16300.2,1,15865.8,434.400000000009,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPLCM65569"
